entity,catg,subcatg,TA_score,count
flemón dental,Salud,Salud Mental y Emocional,77.65,2
flexibilidad (anatomía),Salud,Medicina Preventiva,71.2475,8
flor,Salud,Salud Pancreática,64.37848547717843,482
flujo,Hogar,Coberturas y Responsabilidades,51.52,6
flujo de caja,Economía,Aspectos Legales y Normativos,60.814230769230775,26
flujo sanguíneo,Salud,Medicina Preventiva,52.12,1
fluorescencia,Hogar,Coberturas y Responsabilidades,64.11666666666667,6
flúor,Salud,Medicina Preventiva,70.59666666666666,3
fondo de garantía de depósitos (españa),Economía,Préstamos y Financiación,78.09375,8
fondo de inversión,Economía,Consultas y Atención al Cliente,69.89333333333333,33
foniatría,Salud,Salud Respiratoria,72.07847826086957,46
fontanero,Hogar,Reparaciones y Mantenimiento,45.902678571428574,56
fontanería,Hogar,Reparaciones y Mantenimiento,58.061904761904756,21
formación profesional,Economía,Aspectos Legales y Normativos,42.42,2
formato de archivo,Economía,Consultas y Atención al Cliente,53.47538461538461,13
fotocopia,Economía,Cancelación y Baja de Seguros,31.546666666666667,3
fotografía,Hogar,Coberturas y Responsabilidades,58.92125,8
fotoquimioterapia,Salud,Medicina Preventiva,58.47,1
fototerapia,Salud,Medicina Preventiva,54.9,1
fotón,Economía,Seguros y Coberturas,45.25,1
fractura,Salud,Medicina Preventiva,58.699999999999996,12
fractura ósea,Salud,Medicina Preventiva,53.28,1
francia,General,Multas y Sanciones,68.25923076923077,13
franquicia,Motor,Gestión de Seguros Automovilísticos,61.34024390243902,164
frase hecha,Economía,Seguros y Coberturas,34.56,1
fraude,Motor,Aspectos Legales de la Propiedad Vehicular,57.56159509202455,163
frecuencia,General,Accidentes y Responsabilidades,53.97644230769231,208
frecuencia cardíaca,Salud,Medicina Preventiva,50.54,2
fregadero,Hogar,Coberturas y Responsabilidades,48.682307692307695,13
fregona,Hogar,Reparaciones y Mantenimiento,63.00260869565217,23
freno,Motor,Normativas de Circulación y Licencias,43.363749999999996,16
freno de disco,Economía,Aspectos Legales y Normativos,59.06642857142857,14
freno de estacionamiento,General,Normativas de Convivencia,59.11,2
fricción,Motor,Mantenimiento y Reemplazo de Embragues,58.088305084745755,177
friki,Motor,Aspectos Legales de la Propiedad Vehicular,49.505,8
fructosa,Salud,Medicina Preventiva,55.300000000000004,3
fruta,Salud,Trastornos Endocrinos,79.59571856287425,334
fruto,Salud,Salud Digestiva,64.35071428571429,56
fruto seco,Salud,Trastornos Endocrinos,80.98772727272727,308
fuego,General,Accidentes y Responsabilidades,62.54857142857143,49
fuente de alimentación,General,Seguros y Coberturas,48.56,1
fuente de energía,Economía,Seguros y Coberturas,42.1,1
fuera de juego,Economía,Seguros y Coberturas,48.12,1
fuerza,Economía,Riesgos y Responsabilidades,59.898,15
fuerza de seguridad,Hogar,Alquiler y Derechos del Inquilino,54.48,3
fuerza mayor,Economía,Seguros y Coberturas,59.649375,16
fuerzas armadas,Economía,Seguros y Coberturas,58.108000000000004,5
fuerzas armadas (españa),Economía,Seguros y Coberturas,51.62,1
fuerzas y cuerpos de seguridad (españa),Economía,Seguros y Coberturas,55.272000000000006,5
fuga,Motor,Mantenimiento y Reemplazo de Embragues,65.37401709401709,117
fumar,Salud,Medicina Preventiva,56.06609195402299,87
función (matemática),Economía,Seguros y Coberturas,56.977999999999994,5
fundición gris,Hogar,Coberturas y Responsabilidades,59.45,2
funeral,Economía,Seguros y Coberturas,40.04,2
funeraria,Economía,Consultas y Atención al Cliente,78.33625,8
fungi,Economía,Riesgos y Responsabilidades,58.389230769230764,13
furgoneta,Motor,Gestión de Seguros Automovilísticos,64.80294736842104,95
fusible,General,Accidentes y Responsabilidades,86.25,1
fármaco,Salud,Trastornos Endocrinos,63.45191646191646,407
féretro,Economía,Seguros y Coberturas,42.385,2
férula (medicina),Salud,Medicina Preventiva,36.565999999999995,5
férula dental,Salud,Medicina Preventiva,37.84,1
física,Economía,Riesgos y Responsabilidades,55.14927835051546,97
fósforo,Salud,Salud Digestiva,58.84,45
fútbol,Salud,Medicina Preventiva,60.53666666666667,6
gadget,General,Accidentes y Responsabilidades,36.1,1
gafas,Salud,Medicina Preventiva,69.1921052631579,38
gafas de sol,Motor,Normativas de Circulación y Licencias,58.8,1
galería de arte,Hogar,Coberturas y Responsabilidades,49.03,1
galgo inglés,Economía,Aspectos Legales y Normativos,41.0,1
galicia,Economía,Seguros y Coberturas,35.7,1
gallus gallus domesticus,Motor,Problemas Comunes en Vehículos,48.152,5
gamba (crustáceo),Salud,Medicina Preventiva,37.3,1
ganadería,Economía,Seguros y Coberturas,53.12,1
garaje residencial,General,Normativas de Convivencia,67.94442307692307,52
garantía,Hogar,Coberturas y Responsabilidades,52.60659619450317,473
gas,General,Accidentes y Responsabilidades,57.89032258064516,124
gas de efecto invernadero,Motor,Normativas de Circulación y Licencias,64.056,35
gas licuado del petróleo,Motor,Normativas de Circulación y Licencias,69.50651162790699,43
gas natural,Motor,Normativas de Circulación y Licencias,65.02113636363636,44
gas natural comprimido,Motor,Normativas de Circulación y Licencias,60.38818181818181,44
gasolina,Motor,Problemas Comunes en Vehículos,67.25546875,128
gasto energético,Hogar,Coberturas y Responsabilidades,36.16,1
gastroenteritis,Salud,Salud Digestiva,63.990303030303025,33
gastroenterología,Salud,Medicina Preventiva,53.449999999999996,3
gel,Economía,Seguros y Coberturas,47.2,1
gema,General,Seguros y Coberturas,61.39000000000001,3
gen,Salud,Salud Infantil,66.83,2
generador eléctrico,Economía,Seguros y Coberturas,46.9,1
gentiana lutea,Salud,Salud Pancreática,76.96363256784969,479
genética,Salud,Salud Pancreática,64.46175757575757,495
geografía,Motor,Normativas de Circulación y Licencias,51.205,2
geolocalización,Economía,Seguros y Coberturas,58.6,1
geometría,Salud,Medicina Preventiva,47.33857142857143,14
geostorm,Motor,Seguros de Responsabilidad Civil,74.06,1
geriatría,Salud,Medicina Preventiva,67.64125,8
germinación,Salud,Salud Digestiva,75.82955555555556,45
gestación,Salud,Trastornos Endocrinos,57.36527624309392,362
gestión,Economía,Consultas y Atención al Cliente,65.7875,28
gimnasio,Salud,Medicina Preventiva,62.303999999999995,5
ginecología,Salud,Salud Infantil,53.503150684931505,73
gingivitis,Salud,Medicina Preventiva,54.1,1
glaucoma,Salud,Medicina Preventiva,65.43875,16
globalización,Economía,Seguros y Coberturas,52.51111111111111,27
glucemia,Salud,Salud Pancreática,65.64273858921162,482
glucogenosis,Salud,Salud Infantil,39.056666666666665,3
glucosa,Salud,Salud Pancreática,65.09985829959514,494
glucógeno,Salud,Medicina Preventiva,91.42625,8
gluten,Salud,Medicina Preventiva,70.53,6
glycine max,Salud,Trastornos Endocrinos,73.68002824858758,354
glycyrrhiza glabra,Salud,Salud Pancreática,72.15300626304801,479
glándula,Salud,Trastornos Endocrinos,61.373987261146496,785
glándula salival,Salud,Medicina Preventiva,45.9,1
glándula suprarrenal,Salud,Salud Digestiva,72.92407407407407,27
glándula tiroides,Salud,Trastornos Endocrinos,86.8940522875817,306
glúcido,Salud,Trastornos Endocrinos,70.389173553719,363
gobierno local,Economía,Impuestos y Deducciones,56.8335632183908,87
golpe de calor,Salud,Medicina Preventiva,83.25,1
gonorrea,Salud,Medicina Preventiva,60.22,8
google,Economía,Seguros y Coberturas,72.325,2
gota (enfermedad),Economía,Seguros y Coberturas,62.199999999999996,2
gota fría,Motor,Problemas Comunes en Vehículos,57.92,2
gotera,Economía,Seguros y Coberturas,74.87,2
gps,Economía,Seguros y Coberturas,67.32,2
grado sexagesimal,Economía,Aspectos Legales y Normativos,38.55,15
gramo,Salud,Medicina Preventiva,49.19474358974359,78
gran incendio de londres,Economía,Seguros y Coberturas,71.60000000000001,3
grandes almacenes,Economía,Impuestos y Deducciones,47.5,10
granito,Hogar,Reparaciones y Mantenimiento,58.83416666666667,12
granizo,Hogar,Reparaciones y Mantenimiento,63.196938775510205,49
granja,Economía,Seguros y Coberturas,45.9,1
grasa,Salud,Trastornos Endocrinos,66.37836982968369,411
gratuidad,Salud,Medicina Preventiva,38.53,1
gravedad,General,Accidentes y Responsabilidades,51.6591812865497,171
grecia,Economía,Seguros y Coberturas,68.66666666666667,3
gremio,Hogar,Daños y Filtraciones,52.50222222222222,27
grifo,Hogar,Coberturas y Responsabilidades,46.758918918918916,37
gripe,Salud,Salud Infantil,67.90571428571428,14
grupo sanguíneo,Salud,Medicina Preventiva,60.78923076923077,13
grúa (máquina),General,Normativas de Convivencia,66.87388888888889,18
grúa (vehículo),Motor,Problemas Comunes en Vehículos,56.6625,4
guante,Economía,Seguros y Coberturas,57.199999999999996,3
guantera,Motor,Gestión de Seguros Automovilísticos,55.83,5
guardabarros,Motor,Normativas de Circulación y Licencias,50.73,3
guardameta (fútbol),Hogar,Coberturas y Responsabilidades,55.7375,8
guardia civil,General,Accidentes y Responsabilidades,66.47224137931035,116
guerra,Economía,Seguros y Coberturas,67.23846153846154,13
gusano,Hogar,Coberturas y Responsabilidades,34.086666666666666,3
guía turística,Viajes,Seguros de Viaje,66.67166666666667,12
género (biología),Salud,Medicina Preventiva,56.567619047619054,21
génesis,Economía,Seguros y Coberturas,51.0,3
génova,Economía,Seguros y Coberturas,61.70666666666667,3
hacienda pública,Economía,Aspectos Legales y Normativos,53.02,3
hacker,Economía,Seguros y Coberturas,62.53,1
hacker (seguridad informática),Economía,Seguros y Coberturas,70.55000000000001,2
haemophilus influenzae,Salud,Salud Infantil,55.76142857142857,7
halitosis,Salud,Medicina Preventiva,70.56,1
hambre,Salud,Salud Mental y Emocional,69.38000000000001,9
hardware,Economía,Seguros y Coberturas,60.60875,8
harina,Salud,Trastornos Endocrinos,67.03212903225806,310
helada,Motor,Normativas de Circulación y Licencias,70.89777777777778,9
helado,Salud,Salud Respiratoria,67.17,29
helianthus annuus,Salud,Salud Digestiva,63.09755555555555,45
hematología,Salud,Medicina Preventiva,66.22692307692309,13
hematoma,Salud,Medicina Preventiva,56.13333333333333,3
hematopoyesis,Salud,Medicina Preventiva,57.863846153846154,13
hemocitoblasto,Salud,Medicina Preventiva,48.818461538461534,13
hemorragia,Salud,Medicina Preventiva,50.89433333333333,30
henry ford,Economía,Seguros y Coberturas,79.1,2
hepatitis,Salud,Salud Infantil,50.417,10
hepatitis b,Salud,Salud Infantil,57.83142857142857,7
hepatitis c,Salud,Salud Infantil,51.026666666666664,3
hepatopatía,Salud,Medicina Preventiva,71.16,4
herbología,Salud,Medicina Preventiva,73.86333333333333,3
herencia (derecho),Economía,Consultas y Atención al Cliente,79.8105,20
herida,Salud,Medicina Preventiva,76.94,1
hernia,Motor,Normativas de Circulación y Licencias,32.4,1
herpes simple,Salud,Salud Infantil,61.49133333333334,15
herpes zóster,Salud,Salud Infantil,57.854285714285716,7
hidrógeno,Motor,Normativas de Circulación y Licencias,56.75666666666667,12
hidróxido de sodio,Hogar,Coberturas y Responsabilidades,67.05666666666666,3
hielo,Salud,Salud Respiratoria,54.78796610169491,59
hielo seco,Economía,Seguros y Coberturas,54.0,1
hierba,Salud,Salud Pancreática,79.81634854771785,482
hierro,Salud,Salud Digestiva,61.94101449275363,69
higiene,Hogar,Coberturas y Responsabilidades,69.6735,20
higiene bucodental,Salud,Salud Mental y Emocional,71.65,2
higienista dental,Salud,Medicina Preventiva,74.1,1
hilo,Hogar,Coberturas y Responsabilidades,51.053333333333335,6
hinchazón,Salud,Medicina Preventiva,51.07125,8
hinchazón abdominal,Salud,Medicina Preventiva,65.40666666666667,3
hipercor,Economía,Riesgos y Responsabilidades,62.63333333333333,3
hipermetropía,Salud,Medicina Preventiva,61.565000000000005,18
hipertensión arterial,Salud,Medicina Preventiva,63.050000000000004,14
hipertensión de bata blanca,Salud,Medicina Preventiva,57.526250000000005,8
hipertiroidismo,Salud,Trastornos Endocrinos,93.0875816993464,306
hipnosis,Economía,Seguros y Coberturas,48.7,1
hipnóticos,Salud,Medicina Preventiva,67.39999999999999,3
hipoteca,Economía,Aspectos Legales y Normativos,75.32004830917874,207
hipoteca inmobiliaria,Economía,Seguros y Coberturas,68.64200000000001,15
hipotiroidismo,Salud,Trastornos Endocrinos,80.28359477124182,306
hipótesis (método científico),Motor,Normativas de Circulación y Licencias,78.01222222222222,9
historia,Salud,Medicina Preventiva,52.03,1
historia clínica,Salud,Medicina Preventiva,65.39571428571428,7
historia clínica electrónica,Salud,Medicina Preventiva,58.785,6
hogar (fuego),General,Accidentes y Responsabilidades,63.792,15
hoja,Salud,Salud Pancreática,69.29041904761905,525
hollín,Hogar,Coberturas y Responsabilidades,38.06,1
homeopatía,Economía,Seguros y Coberturas,51.53,1
homicidio,Economía,Seguros y Coberturas,65.06,1
homo sapiens,General,Accidentes y Responsabilidades,64.40769230769232,39
honda,Motor,Robos y Vandalismo en Vehículos,58.906666666666666,3
hormigón,Hogar,Coberturas y Responsabilidades,80.7,1
hormona,Salud,Trastornos Endocrinos,79.66558998808104,839
hormona tiroidea,Salud,Trastornos Endocrinos,76.66166666666668,306
hormonoterapia,Salud,Medicina Preventiva,58.123333333333335,3
horno,Salud,Trastornos Endocrinos,59.0790291262136,309
horno de microondas,Hogar,Coberturas y Responsabilidades,51.53,1
horquilla de bicicleta,Motor,Problemas Comunes en Vehículos,63.629999999999995,6
hospital,Economía,Seguros y Coberturas,68.07147766323024,291
hospital de día,Economía,Seguros y Coberturas,38.48444444444445,9
hostelería,Motor,Aspectos Legales de la Propiedad Vehicular,58.72545454545455,11
hotel,Economía,Aspectos Legales y Normativos,75.8415625,32
hoy por hoy,Economía,Seguros y Coberturas,61.540000000000006,2
huelga,Hogar,Coberturas y Responsabilidades,55.25,1
huella dactilar,Economía,Seguros y Coberturas,51.62,1
huella de carbono,General,Multas y Sanciones,54.04480769230769,52
huella digital,Hogar,Coberturas y Responsabilidades,52.123000000000005,30
hueso,Salud,Medicina Preventiva,57.539718309859154,142
hueso lagrimal,Salud,Medicina Preventiva,41.28,1
huevo (alimento),Salud,Medicina Preventiva,60.395833333333336,12
humedad,Economía,Riesgos y Responsabilidades,53.656370967741935,124
humo,Hogar,Coberturas y Responsabilidades,45.2775,8
humor,Economía,Seguros y Coberturas,65.4,1
hurto,Economía,Aspectos Legales y Normativos,55.74654676258993,139
hypericum perforatum,Salud,Medicina Preventiva,78.03333333333333,3
hágalo usted mismo,Hogar,Coberturas y Responsabilidades,53.26704545454545,44
híbrido (biología),Economía,Préstamos y Financiación,52.14333333333334,6
hígado,Salud,Medicina Preventiva,71.92227969348659,522
ibiza,Economía,Seguros y Coberturas,57.019999999999996,2
ibuprofeno,Salud,Medicina Preventiva,89.18756410256411,78
icloud,Economía,Seguros y Coberturas,52.47,1
idioma catalán,Motor,Aspectos Legales de la Propiedad Vehicular,43.03,1
idioma francés,Economía,Seguros y Coberturas,65.09857142857143,7
idioma inglés,General,Accidentes y Responsabilidades,54.07976137211037,2682
idioma oficial,Economía,Seguros y Coberturas,57.79777777777778,9
ifema,Motor,Aspectos Legales de la Propiedad Vehicular,47.0,1
iluminación automotriz,Motor,Gestión de Seguros Automovilísticos,81.75,1
iluminación natural,Hogar,Alquiler y Derechos del Inquilino,77.1,1
imagen,Hogar,Coberturas y Responsabilidades,49.30800000000001,5
imagen por resonancia magnética,Salud,Medicina Preventiva,51.104,10
imaginación,Hogar,Coberturas y Responsabilidades,47.094,5
imei,Economía,Seguros y Coberturas,65.06,1
impacto ambiental,Motor,Normativas de Circulación y Licencias,73.37657142857142,35
impago,Hogar,Alquiler y Derechos del Inquilino,60.60374358974359,195
implante coclear,Economía,Seguros y Coberturas,68.415,4
implante dental,Salud,Salud Mental y Emocional,67.15324324324324,37
implosión,Hogar,Coberturas y Responsabilidades,51.93636363636363,11
imprenta,General,Seguros y Coberturas,69.025,4
impuesto,Economía,Impuestos y Deducciones,65.07618042226488,521
impuesto al valor agregado,Economía,Seguros y Coberturas,55.572025316455694,79
impuesto de la tenencia o uso de vehículos,Economía,Impuestos y Deducciones,68.16752688172043,93
impuesto de matriculación,Motor,Normativas de Circulación y Licencias,60.50444444444444,9
impuesto sobre bienes inmuebles,Hogar,Alquiler y Derechos del Inquilino,57.43666666666667,3
